DepartureAirportName,ArrivalAirportName,Duration,CompanyName,EconomyClassPrice,BusinessClassPrice,FirstClassPrice,WeekDaysOfFlight,DepartureHours,,
Liepāja International Airport,Karlovy Vary International Airport,65,Royal Flight,258,2326,2331,Thursday Sunday,07:31 21:26 11:21,,
Luhansk International Airport,Karlovy Vary International Airport,332,Enter Air,266,1291,2085,Monday Tuesday Wednesday Saturday,00:28 07:29 17:23,,
Luhansk International Airport,Karlovy Vary International Airport,360,Norwegian Air Shuttle ASA,679,1672,3263,Sunday,19:13 00:11 18:11,,
Luhansk International Airport,Karlovy Vary International Airport,202,Air Malta,431,947,2786,Monday Thursday Friday Saturday Sunday,17:19 21:23 23:22,,
Luhansk International Airport,Karlovy Vary International Airport,134,Bulgaria Air,110,837,4344,Tuesday Wednesday Saturday,03:04 21:08 21:30,,
Luhansk International Airport,Karlovy Vary International Airport,207,International Airlines Group,545,2050,3791,Monday Tuesday Wednesday Thursday Saturday Sunday,11:25 03:39,,
Luhansk International Airport,Karlovy Vary International Airport,430,Ukraine International Airlines,448,1264,3362,Monday Thursday Saturday,04:15 20:10 07:13,,
Mihail Kogălniceanu International Airport,Karlovy Vary International Airport,500,Azur Air,338,856,2879,Monday Wednesday Thursday Friday Sunday,04:30 01:55,,
Mihail Kogălniceanu International Airport,Karlovy Vary International Airport,377,Croatia Airlines,901,1954,4205,Monday Wednesday Thursday Friday Saturday Sunday,11:15 09:06,,
Mihail Kogălniceanu International Airport,Karlovy Vary International Airport,325,Turkish Airlines,676,2777,3170,Tuesday Sunday,06:23,,
Oradea International Airport,Karlovy Vary International Airport,386,Aeroflot Group,644,2186,3437,Tuesday Wednesday Friday Sunday,16:55 23:15,,
Oradea International Airport,Karlovy Vary International Airport,485,Azimuth,158,1212,3358,Monday Tuesday Thursday Sunday,18:20 13:45,,
Oradea International Airport,Karlovy Vary International Airport,163,International Airlines Group,816,1476,3925,Monday Wednesday Friday Sunday,18:58 06:31 15:04,,
Ostafyevo International Airport,Karlovy Vary International Airport,220,Icelandair Group,925,2850,2693,Monday Tuesday Friday Saturday Sunday,00:06 07:42,,
Ostafyevo International Airport,Karlovy Vary International Airport,87,Jet2.com,372,1248,2274,Saturday Sunday,21:28 14:27 03:28,,
Ostafyevo International Airport,Karlovy Vary International Airport,297,SmartWings Group,274,2073,2722,Tuesday Wednesday Saturday,12:16 13:44 21:30,,
Rome–Ciampino International Airport G. B. Pastine,Karlovy Vary International Airport,401,Air Serbia,58,2408,1947,Tuesday Wednesday Thursday,16:02,,
Rome–Ciampino International Airport G. B. Pastine,Karlovy Vary International Airport,378,Blue Air,410,1418,3736,Monday Friday Saturday,00:29 17:37 21:37,,
Rome–Ciampino International Airport G. B. Pastine,Karlovy Vary International Airport,211,EasyJet,247,2608,1504,Tuesday Thursday Friday Saturday,16:00 07:34,,
Sheremetyevo International Airport,Karlovy Vary International Airport,382,Enter Air,344,1466,3819,Monday Tuesday Thursday Friday,09:36 22:10,,
Sheremetyevo International Airport,Karlovy Vary International Airport,509,TUI Airways,334,1294,3729,Friday,13:01 00:49 12:40,,
Sheremetyevo International Airport,Karlovy Vary International Airport,452,Aegean Airlines,706,2574,3441,Wednesday Saturday,04:44 18:08,,
Sheremetyevo International Airport,Karlovy Vary International Airport,470,Aeroflot Group,645,2491,1992,Wednesday Thursday Friday,20:44 14:08 21:23,,
Sheremetyevo International Airport,Karlovy Vary International Airport,68,Air Europa,141,872,2834,Tuesday Thursday Friday Saturday,07:39 03:39,,
Sheremetyevo International Airport,Karlovy Vary International Airport,227,EasyJet,593,1728,4090,Monday Wednesday Sunday,06:43 05:09 01:50,,
Transilvania Târgu Mureş International Airport,Karlovy Vary International Airport,236,Croatia Airlines,904,1880,2967,Tuesday Thursday Friday Saturday,11:18 16:13 11:42,,
Transilvania Târgu Mureş International Airport,Karlovy Vary International Airport,281,Lufthansa Group,757,1276,1876,Tuesday Wednesday Friday Saturday,03:02 10:33 09:18,,
Transilvania Târgu Mureş International Airport,Karlovy Vary International Airport,219,Azimuth,85,2036,3604,Tuesday Thursday Friday,23:18 22:54 14:39,,
Transilvania Târgu Mureş International Airport,Karlovy Vary International Airport,98,Azur Air,503,2520,4020,Wednesday Saturday Sunday,11:02 17:31 11:36,,
Transilvania Târgu Mureş International Airport,Karlovy Vary International Airport,396,Finnair,712,1821,2861,Monday Thursday Friday Saturday Sunday,22:39 03:11 07:32,,
Transilvania Târgu Mureş International Airport,Karlovy Vary International Airport,61,Ural Airlines,70,951,4483,Tuesday Friday Saturday,00:23 21:37 23:31,,
Alicante International Airport,Katowice International Airport,291,Wizz Air,233,2469,2189,Tuesday Wednesday Thursday Friday Sunday,14:11 00:30,,
Alicante International Airport,Katowice International Airport,367,Norwegian Air Shuttle ASA,932,2904,2201,Monday Tuesday Friday Saturday Sunday,17:01 21:16 22:04,,
Alicante International Airport,Katowice International Airport,363,TUI Airways,237,2200,3790,Thursday Friday Sunday,06:03 22:33 04:30,,
Almería International Airport,Katowice International Airport,105,Smartavia,129,855,2757,Monday Tuesday Wednesday Saturday,14:38 18:26,,
Almería International Airport,Katowice International Airport,136,Aegean Airlines,489,935,1842,Tuesday Friday Saturday Sunday,00:18 20:16 20:10,,
Almería International Airport,Katowice International Airport,288,Nordwind Airlines,204,2568,3816,Wednesday Sunday,19:13 22:51 00:02,,
Antwerp International Airport,Katowice International Airport,85,Lufthansa Group,895,1426,2327,Wednesday Friday Sunday,19:52 08:23,,
Antwerp International Airport,Katowice International Airport,171,SkyUp,539,1235,3780,Tuesday Wednesday Thursday Friday,12:31 10:49,,
Antwerp International Airport,Katowice International Airport,198,Air Serbia,580,1790,1679,Wednesday Sunday,05:22 05:45,,
Antwerp International Airport,Katowice International Airport,325,Pegas Fly,712,2583,4472,Tuesday Wednesday Friday Saturday,23:22 05:22,,
Antwerp International Airport,Katowice International Airport,350,Virgin Atlantic,135,1452,2328,Monday Tuesday Wednesday Thursday Sunday,14:59,,
Antwerp International Airport,Katowice International Airport,420,Yamal Airlines,167,1825,1861,Monday Wednesday Friday,20:27 03:01,,
Boryspil International Airport,Katowice International Airport,73,Aegean Airlines,219,1130,1536,Tuesday Sunday,15:54 18:35,,
Boryspil International Airport,Katowice International Airport,265,TUI Airways,772,1522,4322,Wednesday Thursday,22:35,,
Boryspil International Airport,Katowice International Airport,115,Air Europa,289,1543,1855,Thursday Saturday Sunday,03:23 15:44 15:20,,
Boryspil International Airport,Katowice International Airport,315,Icelandair Group,341,1396,4233,Monday Thursday Friday Saturday Sunday,06:43 00:58 16:24,,
Boryspil International Airport,Katowice International Airport,165,LOT Polish Airlines,356,2368,3685,Tuesday Wednesday Thursday Friday Saturday,19:53 10:59 01:00,,
Boryspil International Airport,Katowice International Airport,451,Yamal Airlines,875,894,1925,Monday Wednesday Friday Sunday,18:03 19:28 09:53,,
Budapest Liszt Ferenc International Airport,Katowice International Airport,345,Ural Airlines,692,850,2428,Monday Thursday Saturday,05:32 11:11,,
Budapest Liszt Ferenc International Airport,Katowice International Airport,485,Aegean Airlines,933,2262,3635,Tuesday Wednesday Thursday Friday Saturday Sunday,15:39 00:31 06:39,,
Budapest Liszt Ferenc International Airport,Katowice International Airport,488,Air Astana,336,2000,2522,Tuesday Friday Saturday Sunday,01:27 19:55,,
Cuneo International Airport,Katowice International Airport,282,UTair Aviation,347,789,1561,Monday Tuesday,23:06 14:31,,
Cuneo International Airport,Katowice International Airport,293,EasyJet,832,1424,3297,Monday Sunday,06:09 12:57 03:01,,
Cuneo International Airport,Katowice International Airport,334,Air Astana,696,1724,1507,Thursday Friday Saturday,20:38 04:08,,
Cuneo International Airport,Katowice International Airport,215,Azimuth,105,2539,4253,Monday Thursday Friday Saturday,12:14 14:52 15:30,,
Cuneo International Airport,Katowice International Airport,160,Belavia,319,2781,3487,Tuesday Wednesday Saturday Sunday,21:36 11:45 01:15,,
Cuneo International Airport,Katowice International Airport,218,Bulgaria Air,266,1476,2421,Monday Tuesday Saturday,13:41 11:34 11:18,,
Domodedovo International Airport,Katowice International Airport,206,Croatia Airlines,367,1406,4326,Thursday Saturday,15:08 23:25 00:10,,
Domodedovo International Airport,Katowice International Airport,404,Finnair,936,2866,2790,Monday Wednesday Friday,02:47 01:00,,
Domodedovo International Airport,Katowice International Airport,311,Jet2.com,130,1336,1644,Tuesday Thursday Saturday,23:43 14:38,,
Domodedovo International Airport,Katowice International Airport,239,NordStar,492,1931,3862,Monday Wednesday Friday Saturday Sunday,19:22 06:05 15:11,,
Domodedovo International Airport,Katowice International Airport,333,Smartavia,606,1176,2474,Tuesday Thursday Saturday Sunday,16:44 14:18 06:14,,
Domodedovo International Airport,Katowice International Airport,431,Wizz Air,85,1711,4429,Thursday Friday,23:47 17:20,,
Ioannis Kapodistrias International Airport,Katowice International Airport,119,International Airlines Group,933,1184,3455,Tuesday Wednesday Saturday Sunday,15:26 04:32 05:38,,
Ioannis Kapodistrias International Airport,Katowice International Airport,320,I-Fly,309,1713,1509,Monday Wednesday Thursday Saturday Sunday,06:53 16:04,,
Ioannis Kapodistrias International Airport,Katowice International Airport,81,AirBaltic,848,1267,1610,Tuesday Friday Sunday,00:21 04:27,,
Ioannis Kapodistrias International Airport,Katowice International Airport,356,Azimuth,596,2991,4008,Monday Tuesday Thursday Saturday,20:20 18:48,,
Ioannis Kapodistrias International Airport,Katowice International Airport,144,Turkish Airlines,937,814,2635,Tuesday Friday Saturday,23:20 22:44 14:20,,
Ioannis Kapodistrias International Airport,Katowice International Airport,495,Yamal Airlines,487,2337,3904,Tuesday Wednesday Thursday Friday,13:36 14:40,,
Karlovy Vary International Airport,Katowice International Airport,395,Air Europa,299,2210,1785,Tuesday Wednesday Sunday,09:56 16:18,,
Karlovy Vary International Airport,Katowice International Airport,100,Azimuth,693,2980,3292,Monday Friday,12:28 22:16 05:28,,
Karlovy Vary International Airport,Katowice International Airport,168,Windrose,926,1722,4233,Thursday Saturday,09:42 22:18 11:14,,
Keflavik International Airport,Katowice International Airport,193,Air Malta,217,2059,3406,Monday Tuesday Wednesday,03:04 21:30,,
Keflavik International Airport,Katowice International Airport,262,I-Fly,141,2476,3255,Monday Tuesday Thursday Saturday,23:21 15:51 15:29,,
Keflavik International Airport,Katowice International Airport,228,Luxair,199,2161,1755,Tuesday Wednesday Thursday Sunday,14:42,,
Kherson International Airport,Katowice International Airport,113,Belavia,299,2718,2332,Monday Tuesday Wednesday Friday,01:08,,
Kherson International Airport,Katowice International Airport,240,Lufthansa Group,718,2621,1819,Monday Wednesday Thursday Friday,22:12 03:16,,
Kherson International Airport,Katowice International Airport,190,SmartWings Group,96,1592,3971,Monday Saturday Sunday,08:05 17:32 11:47,,
Kraków John Paul II International Airport,Katowice International Airport,221,TAROM,573,1040,1811,Monday Wednesday Friday,04:07 13:21,,
Kraków John Paul II International Airport,Katowice International Airport,342,Pegas Fly,352,1067,3509,Tuesday Wednesday Friday Saturday,13:28 13:17,,
Kraków John Paul II International Airport,Katowice International Airport,155,Croatia Airlines,507,1613,1850,Tuesday Wednesday Saturday Sunday,14:48 11:31 13:07,,
Kraków John Paul II International Airport,Katowice International Airport,429,LOT Polish Airlines,59,1050,2359,Wednesday Thursday Friday Saturday,00:10 08:45 13:03,,
Kraków John Paul II International Airport,Katowice International Airport,168,Red Wings Airlines,858,1745,2953,Monday Wednesday Friday Saturday Sunday,14:05 13:59 07:55,,
Kraków John Paul II International Airport,Katowice International Airport,271,Ryanair,161,1994,1387,Monday Friday Sunday,07:24 19:28 20:48,,
Malpensa International Airport,Katowice International Airport,66,Blue Air,793,1035,3709,Tuesday Saturday,05:58 22:46,,
Malpensa International Airport,Katowice International Airport,293,EasyJet,297,837,3187,Wednesday Friday,08:47 06:31,,
Malpensa International Airport,Katowice International Airport,343,Air Malta,158,1470,2004,Monday Tuesday Wednesday Thursday Friday Sunday,12:56,,
Malpensa International Airport,Katowice International Airport,215,International Airlines Group,859,1438,3640,Wednesday Friday Saturday Sunday,17:39 05:20 02:19,,
Malpensa International Airport,Katowice International Airport,281,Luxair,386,704,3144,Tuesday Wednesday Friday Sunday,23:27 15:05,,
Malpensa International Airport,Katowice International Airport,143,Nordwind Airlines,658,1103,4231,Monday Friday Sunday,15:52 08:03 07:10,,
Norwich International Airport,Katowice International Airport,208,Blue Air,771,2315,3216,Monday Wednesday Thursday Friday Saturday Sunday,04:34,,
Norwich International Airport,Katowice International Airport,230,AirBaltic,88,1070,2623,Monday Tuesday Wednesday Thursday Friday,11:00 21:10 12:43,,
Norwich International Airport,Katowice International Airport,321,Air Serbia,184,2160,3133,Monday Tuesday Saturday,11:53,,
Norwich International Airport,Katowice International Airport,77,Jet2.com,811,1716,1535,Monday Wednesday,23:18,,
Norwich International Airport,Katowice International Airport,345,SAS Group,619,931,3604,Thursday Friday Saturday Sunday,05:23 19:09,,
Norwich International Airport,Katowice International Airport,474,Yamal Airlines,597,2657,4362,Wednesday Saturday,09:49 09:59 08:50,,
Palanga International Airport,Katowice International Airport,127,Croatia Airlines,158,863,3827,Monday Wednesday Thursday Friday Sunday,19:57 12:33 01:59,,
Palanga International Airport,Katowice International Airport,444,Aegean Airlines,694,1301,4416,Wednesday Thursday Friday,00:02 07:43,,
Palanga International Airport,Katowice International Airport,151,Air France-KLM,400,2935,2091,Monday Thursday Saturday,08:45 19:08 10:27,,
Palanga International Airport,Katowice International Airport,94,Blue Air,758,2637,2326,Monday Wednesday Sunday,02:11 18:48 20:40,,
Palanga International Airport,Katowice International Airport,448,Windrose,717,1584,3545,Monday Tuesday Saturday Sunday,02:43 17:56 13:33,,
Palanga International Airport,Katowice International Airport,96,Yamal Airlines,443,1878,3895,Thursday Friday Sunday,13:24 01:11,,
Pisa International Airport,Katowice International Airport,419,Luxair,86,1477,2477,Tuesday Thursday Sunday,15:36 02:49,,
Pisa International Airport,Katowice International Airport,496,Pegas Fly,526,720,4340,Monday Wednesday Thursday Friday Saturday Sunday,00:04 02:13 09:28,,
Pisa International Airport,Katowice International Airport,257,Blue Air,611,2923,4313,Monday Wednesday Thursday Friday Saturday,21:32 13:17 07:12,,
Pisa International Airport,Katowice International Airport,485,Red Wings Airlines,259,1345,3393,Monday Tuesday Thursday Friday Sunday,14:15 08:50 02:44,,
Pisa International Airport,Katowice International Airport,203,UTair Aviation,297,2898,2450,Wednesday Friday Saturday,01:59 22:54 04:39,,
Pisa International Airport,Katowice International Airport,138,Volotea,809,1118,3930,Saturday,18:34 04:43 13:08,,
Sármellék International Airport,Katowice International Airport,272,Icelandair Group,515,2539,3699,Monday Tuesday Wednesday Saturday Sunday,16:28 14:33,,
Sármellék International Airport,Katowice International Airport,129,Virgin Atlantic,628,1606,1952,Wednesday Thursday Sunday,00:53 01:21 12:14,,
Sármellék International Airport,Katowice International Airport,162,Volotea,785,2574,2198,Monday Friday Saturday,09:01 17:39,,
Sibiu International Airport,Katowice International Airport,212,Air Europa,958,2532,1958,Tuesday,22:25 04:56 21:44,,
Sibiu International Airport,Katowice International Airport,405,TAROM,610,1284,4337,Monday Tuesday Thursday Sunday,11:43 06:12 03:37,,
Sibiu International Airport,Katowice International Airport,473,Belavia,383,1540,2081,Monday Wednesday Thursday,09:09 20:07 12:29,,
Sibiu International Airport,Katowice International Airport,356,Sky Express,935,2112,4436,Wednesday Saturday,06:04 12:35 02:09,,
Sibiu International Airport,Katowice International Airport,170,Virgin Atlantic,976,2864,3911,Monday Thursday Friday Saturday Sunday,09:15 16:31 08:53,,
Sibiu International Airport,Katowice International Airport,178,Wizz Air,98,1465,1913,Monday Tuesday Thursday Friday,04:04 08:48 12:56,,
Simferopol International Airport,Katowice International Airport,260,TAP Air Portugal,558,1577,3988,Monday Tuesday Wednesday Thursday Friday Saturday,10:43 21:12 22:12,,
Simferopol International Airport,Katowice International Airport,290,Bulgaria Air,849,1258,3297,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,16:52 15:21,,
Simferopol International Airport,Katowice International Airport,268,Azerbaijan Airlines,502,1474,3421,Monday Saturday Sunday,16:01 04:52 16:47,,
Simferopol International Airport,Katowice International Airport,155,Nordwind Airlines,175,1684,3123,Thursday Friday Sunday,17:49 05:08 06:42,,
Simferopol International Airport,Katowice International Airport,265,Norwegian Air Shuttle ASA,654,2761,3480,Tuesday Friday Saturday,15:14 18:29 11:47,,
Simferopol International Airport,Katowice International Airport,429,SkyUp,53,2974,3729,Monday Tuesday Wednesday Friday Sunday,23:27 19:13 20:59,,
Thessaloniki Macedonia International Airport,Katowice International Airport,132,S7 Airlines,752,1423,2472,Monday Wednesday Friday Saturday Sunday,16:52 00:27 09:02,,
Thessaloniki Macedonia International Airport,Katowice International Airport,282,Azerbaijan Airlines,791,1675,2503,Tuesday Wednesday Sunday,21:46 07:14,,
Thessaloniki Macedonia International Airport,Katowice International Airport,83,Aegean Airlines,829,1905,2689,Monday,02:11 23:31 22:09,,
Thessaloniki Macedonia International Airport,Katowice International Airport,152,Lufthansa Group,347,1307,4035,Monday Tuesday Thursday Friday Saturday Sunday,21:18 17:52,,
Thessaloniki Macedonia International Airport,Katowice International Airport,302,Virgin Atlantic,764,1169,3145,Thursday Friday Saturday,05:41 12:14 00:13,,
Thessaloniki Macedonia International Airport,Katowice International Airport,282,Wizz Air,364,1453,4377,Monday Tuesday Friday Sunday,04:22 07:39 06:43,,
Ufa International Airport,Katowice International Airport,190,Belavia,858,2672,2940,Tuesday Saturday,01:10,,
Ufa International Airport,Katowice International Airport,255,Volotea,862,1391,2528,Saturday Sunday,05:20 06:30,,
Ufa International Airport,Katowice International Airport,414,Royal Flight,564,1238,2650,Tuesday Wednesday Thursday Saturday Sunday,08:38 23:50 09:16,,
Ufa International Airport,Katowice International Airport,464,Air France-KLM,180,2634,3521,Monday Tuesday Wednesday Thursday Sunday,22:58 12:49,,
Ufa International Airport,Katowice International Airport,351,Finnair,540,831,3054,Monday Wednesday Thursday Saturday,21:18 04:31 01:31,,
Ufa International Airport,Katowice International Airport,425,NordStar,942,2861,4189,Monday Wednesday Thursday Sunday,05:00 17:00 01:43,,
Ufa International Airport,Katowice International Airport,489,Pegas Fly,733,2069,3681,Tuesday Thursday Friday Sunday,07:03 17:11 06:54,,
Ufa International Airport,Katowice International Airport,68,Smartavia,253,2083,2396,Monday Thursday Friday Saturday,19:56 02:05 04:32,,
Ufa International Airport,Katowice International Airport,319,Ural Airlines,810,779,3272,Monday Tuesday Wednesday Sunday,13:41 13:35 11:57,,
Uzhhorod International Airport,Katowice International Airport,120,Smartavia,111,1481,3929,Tuesday Wednesday Friday,03:26 07:25 23:30,,
Uzhhorod International Airport,Katowice International Airport,273,NordStar,836,2588,3166,Monday Wednesday Thursday Friday Saturday,12:17 06:21,,
Uzhhorod International Airport,Katowice International Airport,382,Air Malta,918,2539,3520,Monday Tuesday Thursday,01:56,,
Uzhhorod International Airport,Katowice International Airport,444,Icelandair Group,414,1767,3390,Thursday Friday Saturday,15:39 21:02 15:04,,
Uzhhorod International Airport,Katowice International Airport,67,Sky Express,283,2699,2373,Monday Tuesday Thursday Sunday,06:06 20:18,,
Uzhhorod International Airport,Katowice International Airport,226,Windrose,444,2031,2102,Sunday,03:57 06:53,,
Vienna International Airport,Katowice International Airport,291,Ukraine International Airlines,600,1976,2372,Monday Tuesday Thursday Friday,10:23 11:40,,
Vienna International Airport,Katowice International Airport,348,SAS Group,939,1246,4044,Tuesday Wednesday Saturday,06:06 00:30,,
Vienna International Airport,Katowice International Airport,443,NordStar,158,744,3061,Monday Wednesday Saturday,03:36 03:13 19:42,,
Vienna International Airport,Katowice International Airport,302,Ural Airlines,364,2534,4391,Monday Tuesday Wednesday Saturday,19:41 17:03,,
Vienna International Airport,Katowice International Airport,388,UTair Aviation,323,1083,3411,Monday Tuesday Friday Saturday Sunday,04:45,,
Vienna International Airport,Katowice International Airport,305,Volotea,241,2851,3082,Monday Tuesday Thursday Saturday,23:36,,
Voronezh International Airport,Katowice International Airport,69,Ural Airlines,569,1270,1803,Monday Tuesday Wednesday Friday,21:36 09:11,,
Voronezh International Airport,Katowice International Airport,438,Belavia,986,2795,1711,Monday Tuesday Wednesday Saturday,00:16 18:27 19:25,,
Voronezh International Airport,Katowice International Airport,425,Air Astana,609,2726,4194,Monday Saturday,05:16 22:40,,
Voronezh International Airport,Katowice International Airport,131,AirBaltic,408,2723,2865,Wednesday Thursday Friday,05:08 16:35 09:59,,
Voronezh International Airport,Katowice International Airport,335,Icelandair Group,540,2920,1729,Monday Tuesday Saturday Sunday,12:26 06:18 00:51,,
Voronezh International Airport,Katowice International Airport,359,Virgin Atlantic,410,1376,2399,Monday Tuesday Saturday Sunday,22:10 11:29,,
Alexander the Great International Airport,Kaunas International Airport,429,TUI Airways,327,753,1913,Tuesday Wednesday Thursday Saturday,09:36 04:54,,
Alexander the Great International Airport,Kaunas International Airport,258,Air Malta,993,2370,2007,Wednesday Thursday,09:23,,
Alexander the Great International Airport,Kaunas International Airport,87,Red Wings Airlines,519,1254,1941,Monday Tuesday Thursday Friday,10:16 10:30 14:41,,
Alicante International Airport,Kaunas International Airport,238,LOT Polish Airlines,339,961,3177,Tuesday Wednesday Thursday,11:53 14:06,,
Alicante International Airport,Kaunas International Airport,78,Jet2.com,272,1034,1443,Monday Wednesday Thursday Friday Sunday,19:40 00:50 14:37,,
Alicante International Airport,Kaunas International Airport,398,Smartavia,894,1265,2267,Monday Tuesday Wednesday Friday,08:49 22:49 06:51,,
Bălți International Airport,Kaunas International Airport,116,Air Europa,667,2528,2554,Wednesday Thursday Friday,10:11 14:27 13:07,,
Bălți International Airport,Kaunas International Airport,214,Icelandair Group,580,1088,4426,Tuesday Wednesday Friday,12:54 11:57,,
Bălți International Airport,Kaunas International Airport,87,EasyJet,737,2418,1591,Monday Sunday,09:10 10:24 13:49,,
Bălți International Airport,Kaunas International Airport,117,Norwegian Air Shuttle ASA,353,2725,1378,Monday Tuesday Wednesday Friday,12:27 14:52,,
Bălți International Airport,Kaunas International Airport,195,Pegas Fly,148,741,2255,Monday Thursday,19:07 03:37,,
Bălți International Airport,Kaunas International Airport,182,SmartWings Group,834,1782,3443,Monday Tuesday Thursday Saturday Sunday,08:00 09:06,,
Banja Luka International Airport,Kaunas International Airport,117,Windrose,954,2048,2842,Monday Wednesday Thursday,16:03 15:04 02:53,,
Banja Luka International Airport,Kaunas International Airport,458,TAROM,901,1398,2612,Monday Tuesday Sunday,14:01 05:10,,
Banja Luka International Airport,Kaunas International Airport,215,Aegean Airlines,449,1791,4132,Monday Wednesday Thursday Friday Saturday,06:11 04:43 23:49,,
Banja Luka International Airport,Kaunas International Airport,91,Red Wings Airlines,938,1380,4367,Monday Tuesday Wednesday Thursday Saturday Sunday,08:55 08:06 18:12,,
Banja Luka International Airport,Kaunas International Airport,509,TUI Airways,408,2741,1610,Wednesday Thursday Friday Sunday,11:32 18:15 10:11,,
Banja Luka International Airport,Kaunas International Airport,238,Virgin Atlantic,350,2202,1805,Thursday Friday Sunday,21:42 14:47,,
Belfast International Airport,Kaunas International Airport,344,Azur Air,229,1026,3526,Monday Wednesday Thursday,01:36 10:13,,
Belfast International Airport,Kaunas International Airport,409,Belavia,338,1005,3315,Tuesday Thursday Sunday,01:16 18:37,,
Belfast International Airport,Kaunas International Airport,454,Azimuth,940,1491,1653,Monday Tuesday Thursday Sunday,06:07 13:09,,
Belfast International Airport,Kaunas International Airport,126,Lufthansa Group,934,1310,1824,Monday Tuesday Wednesday Thursday Saturday Sunday,08:05 23:47 23:42,,
Belfast International Airport,Kaunas International Airport,457,NordStar,724,1601,2202,Tuesday Wednesday Thursday,20:34 05:31 12:13,,
Belfast International Airport,Kaunas International Airport,339,Pegas Fly,103,1240,2838,Tuesday Wednesday Friday Sunday,07:58 16:54 02:24,,
Belgorod International Airport,Kaunas International Airport,101,Ural Airlines,983,2779,1839,Monday Wednesday Thursday Saturday,03:24,,
Belgorod International Airport,Kaunas International Airport,398,Virgin Atlantic,251,1394,1700,Tuesday Thursday Friday Saturday Sunday,09:07 20:55,,
Belgorod International Airport,Kaunas International Airport,153,Air Serbia,164,2941,3573,Monday Tuesday Wednesday Saturday,16:57 01:40 15:46,,
Belgorod International Airport,Kaunas International Airport,244,Pegasus Airlines,755,1292,3708,Monday Tuesday Thursday Friday Sunday,11:48 10:26 17:39,,
Belgorod International Airport,Kaunas International Airport,214,SAS Group,828,2945,3060,Monday Thursday Friday Saturday Sunday,13:09 13:53 03:58,,
Belgorod International Airport,Kaunas International Airport,438,Smartavia,669,2169,1464,Tuesday Thursday Friday Saturday,22:00 03:20 05:06,,
Birmingham International Airport,Kaunas International Airport,337,Turkish Airlines,923,2683,3743,Monday Saturday Sunday,19:39 03:02,,
Birmingham International Airport,Kaunas International Airport,375,Air Serbia,317,1002,2120,Monday Sunday,16:43 10:11 20:19,,
Birmingham International Airport,Kaunas International Airport,264,Pegasus Airlines,190,2446,3864,Tuesday Thursday Friday Saturday,22:19 05:58 13:00,,
Birmingham International Airport,Kaunas International Airport,138,Red Wings Airlines,638,1242,2361,Monday Wednesday Thursday Saturday,22:06 15:37 05:54,,
Birmingham International Airport,Kaunas International Airport,228,Sky Express,351,777,4468,Monday Tuesday Friday Saturday,13:36,,
Birmingham International Airport,Kaunas International Airport,112,Ukraine International Airlines,326,1968,3844,Monday Thursday Sunday,11:38 01:02 11:11,,
Blackpool International Airport,Kaunas International Airport,240,SAS Group,149,1420,1423,Tuesday Wednesday Thursday Friday Sunday,12:49 14:13,,
Blackpool International Airport,Kaunas International Airport,369,Virgin Atlantic,753,1454,4411,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,08:41 04:56,,
Blackpool International Airport,Kaunas International Airport,120,AirBaltic,991,1087,1936,Monday Saturday,04:11 06:17 20:35,,
Blackpool International Airport,Kaunas International Airport,266,I-Fly,945,1901,2987,Wednesday,01:36 17:23,,
Blackpool International Airport,Kaunas International Airport,176,Sky Express,928,2176,1910,Wednesday Thursday Friday,17:15 18:49 10:18,,
Blackpool International Airport,Kaunas International Airport,187,SkyUp,241,2044,2052,Monday Wednesday Thursday,16:01 23:11 12:11,,
Debrecen International Airport,Kaunas International Airport,183,Lufthansa Group,926,1348,2795,Saturday,07:04 06:42,,
Debrecen International Airport,Kaunas International Airport,221,TAROM,75,1232,2998,Monday Wednesday Thursday Saturday Sunday,07:02 18:09 13:54,,
Debrecen International Airport,Kaunas International Airport,269,Aegean Airlines,435,1255,2545,Monday Tuesday Thursday Saturday,22:16 09:02 14:07,,
Debrecen International Airport,Kaunas International Airport,392,Aeroflot Group,290,2560,2211,Friday Saturday,05:20 06:24 00:25,,
Debrecen International Airport,Kaunas International Airport,328,Air Europa,761,1078,1712,Tuesday Sunday,00:33,,
Debrecen International Airport,Kaunas International Airport,206,Norwegian Air Shuttle ASA,88,2541,1367,Friday Saturday,07:56 17:23 14:15,,
Győr-Pér International Airport,Kaunas International Airport,115,Red Wings Airlines,522,1795,3270,Wednesday,22:41 09:48 03:41,,
Győr-Pér International Airport,Kaunas International Airport,252,LOT Polish Airlines,795,1123,2854,Monday Tuesday Wednesday Thursday,02:43,,
Győr-Pér International Airport,Kaunas International Airport,395,AirBaltic,435,1140,2296,Monday Tuesday Thursday Saturday Sunday,16:15 08:55 22:14,,
Győr-Pér International Airport,Kaunas International Airport,424,Azerbaijan Airlines,905,1136,2805,Monday Tuesday Saturday,17:17 16:36 01:44,,
Győr-Pér International Airport,Kaunas International Airport,187,EasyJet,562,2928,1739,Monday Wednesday Thursday Sunday,10:52 09:00 09:12,,
Győr-Pér International Airport,Kaunas International Airport,391,International Airlines Group,209,1080,1994,Monday Thursday Friday Sunday,10:55 18:16 07:17,,
