City,Name,PropertyType,PlaceType,PricePerDay,Pet,Bathroom,Bedroom,Bed,AirConditioning,Dryer,Heating,Iron,Kitchen,Tv,Washer,WiFi
Cahul,"SunCity apartment in BK- Close to J,M,Z",Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cardiff,Brand New Furnished 2BR In Kips Bay!,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cardiff,Welcoming House near Verrazano Bridge,House,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Cherkasy,Spacious Room in the heart of City,Hotel,PrivateRoom,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cherkasy,Midtown East City,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cherkasy,Spacious and EASY access to all!,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Cherkasy,Room in Apt Queen bed. Someone on go no shoes on.,GuestHouse,PrivateRoom,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cherkasy,Beautiful 1 bd/1 ba Murray Hill Apartment!,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Chernivtsi,Spread Love it's the City Way!,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Chernivtsi,SunCity Studio in Chelsea,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Chernivtsi,Dreamy 2br Red Hook Escape w/ Roof Deck and a View,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Chernivtsi,Cozy 2 Bedroom on famous St Marks,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Chişinău,2 bedroom unit in new building,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Chişinău,"Studio, Best Location near Columbus Circle",Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Chişinău,Bedroom and bathroom in the heart of Williamsburg,Apartment,PrivateRoom,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Chişinău,Delux 2 Bedroom Brownstone apt-Bedstuy City,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Chişinău,Best Value for Groups/Family/Friends Smart Roku TV,House,PrivateRoom,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cluj-Napoca,Luxury Apartment in Lower East Side & East Village,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Constanţa,"Beautiful, light-filled Williamsburg 1 Bedroom Apt",Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Constanţa,Fabulous 1 Bedroom Apt for 1 week,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Corvera,Luxurious 1 bedroom in the heart of Astoria,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Corvera,Lovely artsy loft in Bushwick!,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cuneo,Beautiful room in the heart of Time Square,Hotel,PrivateRoom,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Cuneo,3 Bedroom Prewar Park Slope Apt - great 4 families,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cuneo,521 West 48-Spacious 1 bedroom near Time Square,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Cuneo,Cozy 1br mins from Casino Jfk & City (2nd Apt),House,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cuneo,Ideal Location + Shower In Kitchen!,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Cuneo,Cosy studio in East Village,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Debrecen,Modern and spacious in Bed Stuy,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Debrecen,Beautiful spacious Greenpoint Apartment,Hotel,PrivateRoom,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Debrecen,Cozy 1 Bedroom on the Upper West Side,Hotel,PrivateRoom,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Debrecen,SunCity & spacious 2BR APT - ideal for WFH in City.,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Dnipropetrovsk,Sun drenched designers home with sewing studio!!!!,Hotel,PrivateRoom,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Exeter,Beautiful studio in Flatbush,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Exeter,The LES Apartment,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Exeter,"Cozy, Clean, Convenient Location",Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Exeter,Prospect Heights - Large SunCity Apt,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Geneva,"2 bedroom City, Queens",Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Geneva,Peaches Bungalow,House,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Geneva,"Cozy, 1 bedroom Brownstone Apt",House,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Geneva,Newly Renovated 2BD Apartment in Middle Village!,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Glasgow,Spacious Three Bedroom in the Heart of Harlem,Hotel,PrivateRoom,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Glasgow,Home Away from HomeModern Harlem Apartment,House,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Glasgow,SHORT STAY COMFORT IN HARRLEM,Hotel,PrivateRoom,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Glasgow,1BD on Smith St. in Carroll Gardens,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Glasgow,Stunning  West Village Loft,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Glasgow,Artsy/Neat 1 Bedroom Apartment in the heart of LES,Apartment,SharedRoom,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Glasgow,"Cozy, clean studio with a view!",Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Győr,Building,Hotel,PrivateRoom,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Győr,Your cozy comfy 2-bedroom vacation home,GuestHouse,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Győr,Beautiful Apartment in Greenpoint,Hotel,PrivateRoom,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Győr,"UWS Large clean 1Br entire apt, 2 stops fromTiMESQ",Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Győr,"Ideal Apt for US Tennis Open, 2BR",Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Heraklion,Broadway Shows & Valentines Day in Midtown City,GuestHouse,PrivateRoom,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Heraklion,Spacious City 2BR house (with cat & parking!),GuestHouse,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Ivano-Frankivsk,Cozy Quiet SunCity 1br Ditmas Park Close to Train,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Ivano-Frankivsk,Williamsburg BK Studio Luxury Bldg,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Ivano-Frankivsk,"Simple, Spacious Room in LES/Two Bridges Apt",Hotel,PrivateRoom,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Karlovy Vary,"Your own comfy, quiet, sunCity City apt - sleeps 4",Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Karlovy Vary,Beautiful Clinton Hill with huge private backyard,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Karlovy Vary,Stairway to Heaven,Hotel,PrivateRoom,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Karlovy Vary,Newly renovated amazing 2 bedrooms,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Karlovy Vary,City Gem-Steps from Prospect Park,Hotel,PrivateRoom,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Katowice,New Modern Apt. 1 Bed/1.5 Bath in Williamsburg,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Katowice,Spacious 1BR,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Katowice,Quaint City studio- tree lined St.- great location!,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Katowice,PrivateRoom in the heart of City,Hotel,PrivateRoom,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Katowice,Cozy bedroom in E. Village in July,Hotel,PrivateRoom,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Katowice,521 West 48-Apartment near Time Square,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Katowice,"Lovely 1 Bdrm, Glittering City Lights & Waterview",Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kaunas,521 West 48th-1 bed Apt Near to Time Square,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kavala,Two Bedrooms in Chelsea Apartment,Hotel,PrivateRoom,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kavala,Bedroom available,Hotel,PrivateRoom,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kavala,1 BDR PRIME HELLS KITCHEN LOCATION,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kavala,Cozy 3 bedroom apt in the heart of Lower East Side,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kavala,Brand New apt heart of City,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kazan,PrivateRoom at Rogers of Rockaway Beach 116th St,GuestHouse,PrivateRoom,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kazan,"Charming, quiet West Village studio with kittens",Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kazan,Luxury 2 Bdrm in Bed-Stuy with AWESOME BACKYARD!,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kazan,"Clean PrivateRoom, 10 min from 2 subway lines.",Hotel,PrivateRoom,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kerkyra Island,super modern WeLive/WeWork shared Apt WallStreet,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kharkiv,Direct City View/Open Concept Apt/Easy Transport,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kharkiv,"SunCity, Modern 1 BR in City",Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kharkiv,YAYA's COZY One-Bedroom in a Beautiful Brownstone,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kharkiv,Cozy apt in lively Carroll Gardens,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kharkiv,Prime Union Square! Large 1BR~Great value,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kherson,Luxury Williamsburg  2br Apartment,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kherson,Unbelievably near City City!,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kherson,The coziest studio in the heart of the Village,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kherson,HUGE PRIVATE BEDROOM & BATHROOM,Hotel,PrivateRoom,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kherson,Havanna Brown Room,Apartment,PrivateRoom,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kiev,Amazing one bedroom in Williasmburg with backyard,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kiev,TH BRKLYN,House,PrivateRoom,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kraków,Soho One Bedroom Apartment,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kraków,Lovely 2 bedroom apartment minutes away from City,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kraków,"Bright 1BR, central location",Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kraków,Spacious Williamsburg Loft Bedroom w. Roof Terrace,Hotel,PrivateRoom,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Krasnodar,2-3 bedroom apt in Astoria City,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Krasnodar,Hang out in BedStuy AirBnBK 2000sf Brownstone,House,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Krasnodar,Red's cozy corner,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Krasnodar,Private Upper East Side Studio with Loft-Bed,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kryvyi Rih,Soho Luxury Apartment,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kryvyi Rih,Loverly 3 Bedroom Apartment Centrally Located.,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kryvyi Rih,PrivateRoom in shared artist loft in Williamsburg,Apartment,PrivateRoom,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kryvyi Rih,Luxury Doorman Building/Murray Hill,Hotel,PrivateRoom,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Kryvyi Rih,Beautiful Studio in City/Near All Major Trains,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Kryvyi Rih,Spacious & SunCity in Prime City,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Luhansk,1BR w/ 2 beds! Fabulous Midtown West!,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Luhansk,Beautiful Apartment for 3 in City w Washer/Dryer,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Luxembourg,Murray Hill brownstone 2 Bedroom,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Luxembourg,SunCity penthouse studio 20 minutes to Wall St,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Luxembourg,Masterbed w/private bath nr G train in BedStuy,Hotel,PrivateRoom,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Luxembourg,Large PrivateRoom in SunCityside,Hotel,PrivateRoom,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Lviv,Cozy nest! Clean beautiful and with best of views!,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Lviv,Amazing 2BR No Living Room! Upper East Side!,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Magnitogorsk,Beautiful shared Apt with PrivateRoom,Hotel,PrivateRoom,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Magnitogorsk,"House with yard, driveway, laundry in Ridgewood",House,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Magnitogorsk,5 mins to City City View Luxury Private Single Room,Hotel,PrivateRoom,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Magnitogorsk,Wonderful apartment in City,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Magnitogorsk,Quiet charming oasis. Steps away from the park,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Magnitogorsk,Park Slope Apartment,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mărculeşti,Luxury 2bedroom with loft/ 2 bath,GuestHouse,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Mărculeşti,LES PrivateRoom + Private Bath,Hotel,PrivateRoom,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Mărculeşti,"Modern Apt Private bedroom, bath, and living room.",Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mărculeşti,Cozy East Flatbush Apartment,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mariupol,Gorgeous 2 BR / 2 BA with City views,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mariupol,Bright & Charming 2bdrm Minutes to City,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mariupol,City Loft with great train views,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mariupol,Comfy Bushwick,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mariupol,Upper class in the upper east,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Milan,Pent House Nest Filled with Natural Light,Hotel,PrivateRoom,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Milan,Lovely 2- Bedroom Unit with Free parking,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Milan,World Trade Center Delight,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Milan,Gorgeous Loft,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Moscow,The Brick House,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Moscow,433 West 53-Super Spacious 1 bedroom 2 bath,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Moscow,Luxurious City Getaway - Two Bedroom Apartment,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Mostar,Home away from home. So comfy you wanna come back,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Mostar,Direct City View Apt/ Easy Highway Access /Day Spa,Apartment,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Mostar,Amazing apartment,Hotel,PrivateRoom,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mostar,Spacious Studio with a Big BalcoCity,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Mytilene,SwEETime SqUare - steps to Subway-Shops,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Mytilene,Bright and beautiful 1 bedroom Apt.,Apartment,EntirePlace,150,FALSE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mytilene,Bright and Spacious Queens Townhouse,House,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mytilene,Park Ave Apt in the Heart of City,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Mytilene,Cute studio apt in West Village,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mytilene,Penthouse in Bedford Stuyvesant,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Mytilene,Cozy Apartment,Apartment,EntirePlace,150,TRUE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Nápoli,"SunCity Apt in Victorian Mansion in Ditmas Pk, Bklyn",GuestHouse,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Nápoli,Midtown City Hideout,Hotel,PrivateRoom,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Nápoli,Bright and Beautiful 1br Apartment in Little Italy,Apartment,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Nápoli,Big Room Private Entrance in Bohemian Art Loft,House,PrivateRoom,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Nápoli,Spacious Garden 2-Bedroom Apartment,GuestHouse,EntirePlace,150,FALSE,1,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Nikolayev,Top floor of City townhouse - South Slope,House,EntirePlace,150,TRUE,1,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
