Xid,Name,Town,State,County,Suburb,Country,Postcode,Pedestrian,CountryCode,Neighbourhood,Rate,Osm,LonMin,LonMax,LatMin,LatMax,Wikidata,Kinds,Geometry,Otm,Wikipedia,Image,Source,Height,Width,Title,Text,Html,Lon,Lat
W423122934,Palatul Ullmann,Oradea,,Bihor,Orașul Nou,România,410072,,ro,,3h,way/423122934,21.93314,21.934363,47.051969,47.052465,Q12737435,"palaces,architecture,historic_architecture,interesting_places",osm,https://opentripmap.com/en/card/W423122934,https://ro.wikipedia.org/wiki/Palatul%20Ullmann%20din%20Oradea,https://commons.wikimedia.org/wiki/File:Palatul_Ullmann.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Palatul_Ullmann.jpg/400px-Palatul_Ullmann.jpg,234,400,ro:Palatul Ullmann din Oradea,"Clădire construită în stilul secession-ului vienez, se presupune a fi fost proiectată de arh. Ferenc Löbl și terminată în anul 1913. Clădirea e formată din subsol, un parter înalt, mezanin și trei etaje care se dezvoltă în jurul unei curți interioare. Ultimul etaj este mansardat, acoperit fiind de un acoperiș foarte înalt. În planul fațadei se remarcă simetria față de axul central, frumoasa proporționare a traveelor, atât pe orizontal cât și pe vertical.","<p>Clădire construită în stilul secession-ului vienez, se presupune a fi fost proiectată de arh. Ferenc Löbl și terminată în anul 1913. Clădirea e formată din subsol, un parter înalt, mezanin și trei etaje care se dezvoltă în jurul unei curți interioare. Ultimul etaj este mansardat, acoperit fiind de un acoperiș foarte înalt. În planul fațadei se remarcă simetria față de axul central, frumoasa proporționare a traveelor, atât pe orizontal cât și pe vertical.</p>",21.93420982,47.05221176
W42686820,Chapayev monument (Samara),Samara,Самарская область,городской округ Самара,Ленинский район,Россия,443010,площадь Чапаева,ru,,3h,way/42686820,50.096725,50.097139,53.196825,53.197031,Q4343402,"historic,monuments_and_memorials,interesting_places,monuments",osm,https://opentripmap.com/en/card/W42686820,https://en.wikipedia.org/wiki/Monument%20to%20Vasily%20Chapaev%20%28Samara%29,https://commons.wikimedia.org/wiki/File:Theater_samara.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Theater_samara.jpg/400px-Theater_samara.jpg,191,400,en:Monument to Vasily Chapaev (Samara),"Monument to Vasily Chapaev – is a monument to Vasily Ivanovich Chapaev in Samara, installed in Chapaev Square in front of the drama theatre.","<p><span></span> <b>Monument to Vasily Chapaev</b> – is a monument to Vasily Ivanovich Chapaev in Samara, installed in Chapaev Square in front of the drama theatre.</p>",50.09693146,53.19692612
W428466385,Xhamia Jashar Pasha,Prishtina,,Komuna e Prishtinës / Opština Priština,Qendra Historike,Kosova,10060,,xk,,3,way/428466385,21.166285,21.16649,42.665911,42.666129,Q1254341,"religion,mosques,interesting_places",osm,https://opentripmap.com/en/card/W428466385,https://en.wikipedia.org/wiki/Jashar%20Pasha%20Mosque,https://commons.wikimedia.org/wiki/File:Jashar_Pasha_mosque.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Jashar_Pasha_mosque.jpg/300px-Jashar_Pasha_mosque.jpg,400,300,en:Jashar Pasha Mosque,"The Jashar Pasha Mosque is a Mosque in Prishtina, Kosovo. It was named after Mehmet Yasar.Historical monuments in Pristina Religion in Pristina","<p>The <b>Jashar Pasha Mosque</b> is a Mosque in Prishtina, Kosovo. It was named after Mehmet Yasar.</p><ul><li>Historical monuments in Pristina</li> 
<li>Religion in Pristina</li></ul>",21.16638374,42.66603851
W42881346,Alexandru Papiu Ilarian college,Târgu Mureş,,Mureș,,România,540072,,ro,,3h,way/42881346,24.567957,24.569145,46.545289,46.546215,Q18545178,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",osm,https://opentripmap.com/en/card/W42881346,https://en.wikipedia.org/wiki/Alexandru%20Papiu%20Ilarian%20National%20College,https://commons.wikimedia.org/wiki/File:Papiu_kollegium.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Papiu_kollegium.JPG/400px-Papiu_kollegium.JPG,300,400,en:Alexandru Papiu Ilarian National College,"Alexandru Papiu Ilarian National College (Romanian: Colegiul Național „Alexandru Papiu Ilarian”) is a high school located at 12 Bernády György Square, Târgu Mureș, Romania.The school building dates to the period when the city was part of Austria-Hungary. The work of a Budapest firm, it is U-shaped and features 112 rooms. It is 60 meters long and 45.5 meters wide, and cost nearly a million crowns. Work began in September 1912. It was ready a year later for a Roman Catholic girls’ high school to move in. During World War I, most of the school was used as a military hospital, with classes held on part of the upper story.","<p><b>Alexandru Papiu Ilarian National College</b> (Romanian: <i lang=""ro"">Colegiul Național „Alexandru Papiu Ilarian”</i>) is a high school located at 12 Bernády György Square, Târgu Mureș, Romania.</p><p>The school building dates to the period when the city was part of Austria-Hungary. The work of a Budapest firm, it is U-shaped and features 112 rooms. It is 60 meters long and 45.5 meters wide, and cost nearly a million crowns. Work began in September 1912. It was ready a year later for a Roman Catholic girls’ high school to move in. During World War I, most of the school was used as a military hospital, with classes held on part of the upper story.</p>",24.56856918,46.54573822
W430295254,Santa Maria Immacolata delle Grazie,Bergamo,LOM,BG,Malpensata,Italia,24122,Largo Porta Nuova,it,,3,way/430295254,9.671439,9.672034,45.693551,45.693911,Q45362416,"religion,churches,interesting_places,other_churches",osm,https://opentripmap.com/en/card/W430295254,https://it.wikipedia.org/wiki/Chiesa%20di%20Santa%20Maria%20Immacolata%20delle%20Grazie,https://commons.wikimedia.org/wiki/File:Bergamo_-_Santa_Maria_delle_Grazie.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Bergamo_-_Santa_Maria_delle_Grazie.jpg/300px-Bergamo_-_Santa_Maria_delle_Grazie.jpg,400,300,it:Chiesa di Santa Maria Immacolata delle Grazie,"La chiesa di Santa Maria Immacolata delle Grazie si trova a Bergamo sul viale Papa Giovanni XXIII, in prossimità dei propilei chiamati anche Barriera delle Grazie, è il primo luogo di culto che il visitatore incontra arrivando dalla stazione ferroviaria.","<p>La <b>chiesa di Santa Maria Immacolata delle Grazie</b> si trova a Bergamo sul viale Papa Giovanni XXIII, in prossimità dei propilei chiamati anche <i>Barriera delle Grazie</i>, è il primo luogo di culto che il visitatore incontra arrivando dalla stazione ferroviaria.</p>",9.671755791,45.69372559
W431229621,Teatro Donizetti,Bergamo,LOM,BG,Malpensata,Italia,24121,Piazza Camillo Cavour,it,,3h,way/431229621,9.670618,9.671549,45.694765,45.695428,Q3516755,"cultural,theatres_and_entertainments,interesting_places,opera_houses",osm,https://opentripmap.com/en/card/W431229621,https://en.wikipedia.org/wiki/Teatro%20Donizetti,https://commons.wikimedia.org/wiki/File:Bergamo_Teatro_Donizetti.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Bergamo_Teatro_Donizetti.JPG/400px-Bergamo_Teatro_Donizetti.JPG,323,400,en:Teatro Donizetti,"The Teatro Donizetti is an opera house in Bergamo, Italy. Built in the 1780s using a design by architect Giovanni Francesco Lucchini, the theatre was originally referred to as either the Teatro Nuovo or Teatro di Fiera. The first opera to be mounted at the theatre, Giuseppe Sarti's Medonte, re di Epiro, was in 1784 while the opera house was still under construction. The official opening of the house, under the name the Teatro Riccardi, did not occur until 24 August 1791 with a production of Pietro Metastasio's Didone abbandonata set to music by multiple composers, including Ferdinando Bertoni, Giacomo Rampini, Johann Gottlieb Naumann, Giuseppe Gazzaniga, and Giovanni Paisiello.","<p>The <b>Teatro Donizetti</b> is an opera house in Bergamo, Italy. Built in the 1780s using a design by architect Giovanni Francesco Lucchini, the theatre was originally referred to as either the <b>Teatro Nuovo</b> or <b>Teatro di Fiera</b>. The first opera to be mounted at the theatre, Giuseppe Sarti's <i>Medonte, re di Epiro</i>, was in 1784 while the opera house was still under construction. The official opening of the house, under the name the <b>Teatro Riccardi</b>, did not occur until 24 August 1791 with a production of Pietro Metastasio's <i>Didone abbandonata</i> set to music by multiple composers, including Ferdinando Bertoni, Giacomo Rampini, Johann Gottlieb Naumann, Giuseppe Gazzaniga, and Giovanni Paisiello.</p>",9.671106339,45.69509125
W43157570,The Monument Of Glory,Samara,Самарская область,городской округ Самара,Ленинский район,Россия,443028,Площадь Славы,ru,,3h,way/43157570,50.109914,50.110041,53.203764,53.20384,Q19910143,"historic,monuments_and_memorials,interesting_places,monuments",osm,https://opentripmap.com/en/card/W43157570,https://en.wikipedia.org/wiki/Monument%20of%20Glory%2C%20Samara,https://commons.wikimedia.org/wiki/File:%D0%9C%D0%BE%D0%BD%D1%83%D0%BC%D0%B5%D0%BD%D1%82_%D0%A1%D0%BB%D0%B0%D0%B2%D1%8B%2C_%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D0%B2_%D1%87%D0%B5%D1%81%D1%82%D1%8C_%D0%B2%D0%BE%D0%B8%D0%BD%D0%BE%D0%B2-%D0%B7%D0%B5%D0%BC%D0%BB%D1%8F%D0%BA%D0%BE%D0%B2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/%D0%9C%D0%BE%D0%BD%D1%83%D0%BC%D0%B5%D0%BD%D1%82_%D0%A1%D0%BB%D0%B0%D0%B2%D1%8B%2C_%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D0%B2_%D1%87%D0%B5%D1%81%D1%82%D1%8C_%D0%B2%D0%BE%D0%B8%D0%BD%D0%BE%D0%B2-%D0%B7%D0%B5%D0%BC%D0%BB%D1%8F%D0%BA%D0%BE%D0%B2.jpg/400px-%D0%9C%D0%BE%D0%BD%D1%83%D0%BC%D0%B5%D0%BD%D1%82_%D0%A1%D0%BB%D0%B0%D0%B2%D1%8B%2C_%D1%83%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D0%B2_%D1%87%D0%B5%D1%81%D1%82%D1%8C_%D0%B2%D0%BE%D0%B8%D0%BD%D0%BE%D0%B2-%D0%B7%D0%B5%D0%BC%D0%BB%D1%8F%D0%BA%D0%BE%D0%B2.jpg,300,400,"en:Monument of Glory, Samara","The Monument of Glory (Russian: Монумент славы, Monument slavy) is the focal point of Slavy Square in Samara (former Kuybyshev), Russia, overlooking the Volga river to the north-west. It is dedicated to the Kuybyshev workers of aircraft industry, who were working hard during and following the Great Patriotic War. The monument is one of the most prominent symbols of Samara. Moscow sculptors Pavel Bondarenko, Oleg Kiryuhin and architect A. Samsonov created a design of the thirteen-meter-tall figure, made from high alloy steel with wings raised over his head and forty-meter pedestal. The pedestal symbolizes ray of light rising to the sky.","<p>The <b>Monument of Glory</b> (Russian: <span lang=""ru"">Монумент славы</span>, <i>Monument slavy</i>) is the focal point of Slavy Square in Samara (former Kuybyshev), Russia, overlooking the Volga river to the north-west. It is dedicated to the Kuybyshev workers of aircraft industry, who were working hard during and following the Great Patriotic War. The monument is one of the most prominent symbols of Samara. Moscow sculptors Pavel Bondarenko, Oleg Kiryuhin and architect A. Samsonov created a design of the thirteen-meter-tall figure, made from high alloy steel with wings raised over his head and forty-meter pedestal. The pedestal symbolizes ray of light rising to the sky.</p>",50.10997772,53.2038002
W431625333,Chiesa di San Bartolomeo,Bergamo,LOM,BG,Borgo Palazzo,Italia,24121,Via Torquato Tasso,it,,3h,way/431625333,9.671576,9.672256,45.696073,45.696531,Q3668086,"religion,churches,interesting_places,other_churches",osm,https://opentripmap.com/en/card/W431625333,https://en.wikipedia.org/wiki/Santi%20Bartolomeo%20e%20Stefano%2C%20Bergamo,https://commons.wikimedia.org/wiki/File:Chiesa_di_San_Bartolomeo%2C_Bergamo.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Chiesa_di_San_Bartolomeo%2C_Bergamo.jpg/400px-Chiesa_di_San_Bartolomeo%2C_Bergamo.jpg,300,400,"en:Santi Bartolomeo e Stefano, Bergamo","Santi Bartolomeo e Stefano is a Baroque-style, Roman Catholic church located at number 1 Largo Belotti in Bergamo in the Lombardy region of Italy. The church is associated with a Dominican convent and stands about a block away from the Teatro Donizetti.The church was built in 1613-1642, adjacent to a monastery of San Bartolomeo, which had belonged to the religious order of the Humiliati. After this order was suppressed, the convent was granted to the Dominicans, with whom it remains associated today. The monastery was destroyed and rebuilt in 1970 by the Dominicans.","<p><b>Santi Bartolomeo e Stefano</b> is a Baroque-style, Roman Catholic church located at number 1 Largo Belotti in Bergamo in the Lombardy region of Italy. The church is associated with a Dominican convent and stands about a block away from the Teatro Donizetti.</p><p>The church was built in 1613-1642, adjacent to a monastery of San Bartolomeo, which had belonged to the religious order of the <i>Humiliati</i>. After this order was suppressed, the convent was granted to the Dominicans, with whom it remains associated today. The monastery was destroyed and rebuilt in 1970 by the Dominicans.</p>",9.671918869,45.69631958
W43168164,Monastery of the Theotokos of Iveron (Samara),Samara,Самарская область,городской округ Самара,Ленинский район,Россия,443028,,ru,,3h,way/43168164,50.097227,50.101543,53.198863,53.20085,Q4197141,"religion,monasteries,interesting_places",osm,https://opentripmap.com/en/card/W43168164,https://ru.wikipedia.org/wiki/%D0%98%D0%B2%D0%B5%D1%80%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BC%D0%BE%D0%BD%D0%B0%D1%81%D1%82%D1%8B%D1%80%D1%8C%20%28%D0%A1%D0%B0%D0%BC%D0%B0%D1%80%D0%B0%29,https://commons.wikimedia.org/wiki/File:Iversky1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Iversky1.jpg/400px-Iversky1.jpg,301,400,ru:Иверский монастырь (Самара),"Сама́рский И́верский монасты́рь — православный женский монастырь Самарской и Тольяттинской епархии Русской православной церкви, действующий в городе Самаре.","<p><b>Сама́рский И́верский монасты́рь</b>&nbsp;— православный женский монастырь Самарской и Тольяттинской епархии Русской православной церкви, действующий в городе Самаре.</p>",50.09918594,53.19975662
W435123110,The Thick Tower,Sibiu,,Sibiu,Orasul de Sus,România,550160,Strada Cetății,ro,,3,way/435123110,24.153716,24.154132,45.794007,45.794314,Q12742702,"architecture,towers,interesting_places,other_towers",osm,https://opentripmap.com/en/card/W435123110,https://ro.wikipedia.org/wiki/Turnul%20Gros%20din%20Sibiu,https://commons.wikimedia.org/wiki/File:Sibio%2C_la_Dika_Turo_de_oriento%2C_4.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Sibio%2C_la_Dika_Turo_de_oriento%2C_4.jpeg/400px-Sibio%2C_la_Dika_Turo_de_oriento%2C_4.jpeg,300,400,ro:Turnul Gros din Sibiu,Turnul Gros din Sibiu (în germană Dicker Turm) este un turn construit în secolul al XVI-lea în orașul Sibiu și care făcea parte din fortificațiile înglobate ulterior centurilor de apărare a orașului. El este situat pe strada Cetății și pe bulevardul Corneliu Coposu (fostul bulevard 23 August din perioada comunistă).,"<p><b>Turnul Gros din Sibiu</b> (în germană <span lang=""de"">Dicker Turm</span>) este un turn construit în secolul al XVI-lea în orașul Sibiu și care făcea parte din fortificațiile înglobate ulterior centurilor de apărare a orașului. El este situat pe strada Cetății și pe bulevardul Corneliu Coposu (fostul bulevard 23 August din perioada comunistă).</p>",24.15391731,45.79417038
W43739819,Agiou Titou,Heraklion,Κρήτη,Δήμος Ηρακλείου,,Ελλάδα,712 02,Αγίου Τίτου,gr,Πόρος,3h,way/43739819,25.133802,25.135414,35.339674,35.340315,Q4426010,"religion,mosques,cathedrals,churches,cultural,urban_environment,interesting_places,eastern_orthodox_churches,squares",osm,https://opentripmap.com/en/card/W43739819,https://el.wikipedia.org/wiki/%CE%9D%CE%B1%CF%8C%CF%82%20%CF%84%CE%BF%CF%85%20%CE%91%CE%B3%CE%AF%CE%BF%CF%85%20%CE%A4%CE%AF%CF%84%CE%BF%CF%85%20%28%CE%97%CF%81%CE%AC%CE%BA%CE%BB%CE%B5%CE%B9%CE%BF%29,https://commons.wikimedia.org/wiki/File:Outside_church_Hagios_Titos_Heraklion.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Outside_church_Hagios_Titos_Heraklion.jpg/400px-Outside_church_Hagios_Titos_Heraklion.jpg,248,400,el:Ναός του Αγίου Τίτου (Ηράκλειο),"Ο ναός του Αγίου Τίτου είναι ορθόδοξη εκκλησία στο Ηράκλειο, Κρήτη, αφιερωμένη στον Άγιο Τίτο. Ο σημερινός ναός κατασκευάστηκε το 1869 ως Γενί Τζαμί και το 1925 αποδόθηκε στη χριστιανική λατρεία. Ο ναός ανακηρύχθηκε το 2013 καθεδρικός ναός της αρχιεπισκοπής Κρήτης. Το κτίριο είναι εκλεκτικού ρυθμού τετρακιόνιος ναός με τρούλο. Στην εξωτερική πλευρά του ναού κυριαρχούν τα κατακόρυφα στοιχεία, ενώ στην κορυφή του υπάρχει λιθόγλυπτη επίστεψη.","<p>Ο <b>ναός του Αγίου Τίτου</b> είναι ορθόδοξη εκκλησία στο Ηράκλειο, Κρήτη, αφιερωμένη στον Άγιο Τίτο. Ο σημερινός ναός κατασκευάστηκε το 1869 ως Γενί Τζαμί και το 1925 αποδόθηκε στη χριστιανική λατρεία. Ο ναός ανακηρύχθηκε το 2013 καθεδρικός ναός της αρχιεπισκοπής Κρήτης. Το κτίριο είναι εκλεκτικού ρυθμού τετρακιόνιος ναός με τρούλο. Στην εξωτερική πλευρά του ναού κυριαρχούν τα κατακόρυφα στοιχεία, ενώ στην κορυφή του υπάρχει λιθόγλυπτη επίστεψη.</p>",25.13459396,35.33981705
W447748102,Liepāja Museum,Liepāja,Kurzeme,,Vecliepāja,Latvija,LV-3401,,lv,,3,way/447748102,21.001282,21.002789,56.510528,56.511123,Q6544210,"cultural,museums,interesting_places,other_museums",osm,https://opentripmap.com/en/card/W447748102,https://en.wikipedia.org/wiki/Liep%C4%81ja%20Museum,https://commons.wikimedia.org/wiki/File:Saulain%C4%81_diena.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Saulain%C4%81_diena.jpg/400px-Saulain%C4%81_diena.jpg,267,400,en:Liepāja Museum,"Liepāja Museum (Latvian: Liepājas muzejs) is the largest museum in the historical region of Courland, Latvia and possesses more than 100,000 articles, but in the halls of the museum, you can see 1,500 exhibits. Permanent displays tell of Liepāja’s history, starting from its early days and of the ethnography of South Kurzeme. They feature a special collection of tinware and an exhibition telling about the life and works of the woodcarver Miķelis Pankoks. The Museum also regularly hosts various local, national and international art exhibitions. The museum also houses the archive of the former city architect of Liepāja, Paul Max Bertschy.","<p><b>Liepāja Museum</b> (Latvian: <i lang=""lv"">Liepājas muzejs</i>) is the largest museum in the historical region of Courland, Latvia and possesses more than 100,000 articles, but in the halls of the museum, you can see 1,500 exhibits. Permanent displays tell of Liepāja’s history, starting from its early days and of the ethnography of South Kurzeme. They feature a special collection of tinware and an exhibition telling about the life and works of the woodcarver Miķelis Pankoks. The Museum also regularly hosts various local, national and international art exhibitions. The museum also houses the archive of the former city architect of Liepāja, Paul Max Bertschy.</p>",21.0019989,56.51083374
W450056952,Ivan Vazov,Plovdiv,Пловдив,Пловдив,Марково тепе,България,4000,,bg,,3,way/450056952,24.744816,24.745373,42.137867,42.138259,Q630839,"other,unclassified_objects,interesting_places,tourist_object",osm,https://opentripmap.com/en/card/W450056952,https://en.wikipedia.org/wiki/Ivan%20Vazov%20National%20Library,https://commons.wikimedia.org/wiki/File:Ivan_Vazov_National_Library.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Ivan_Vazov_National_Library.JPG/400px-Ivan_Vazov_National_Library.JPG,300,400,en:Ivan Vazov National Library,"The Ivan Vazov National Library (Bulgarian: Народна библиотека ""Иван Вазов"") is a library situated in Bulgaria's second largest city, Plovdiv. It is named after the famous Bulgarian writer and poet Ivan Vazov.It is the nation's second largest library containing more than 1,500,000 books. The library is also Bulgaria's second oldest, founded in 1879. In 1974 it was moved to a new edifice to the south of the City Garden. The library boasts 134 employees including 90 high-qualified specialists and research scholars.Ivan Vazov National Library - Official site","<p>The <b>Ivan Vazov National Library</b> (Bulgarian: <span lang=""bg"">Народна библиотека ""Иван Вазов""</span>) is a library situated in Bulgaria's second largest city, Plovdiv. It is named after the famous Bulgarian writer and poet Ivan Vazov.</p><p>It is the nation's second largest library containing more than 1,500,000 books. The library is also Bulgaria's second oldest, founded in 1879. In 1974 it was moved to a new edifice to the south of the City Garden. The library boasts 134 employees including 90 high-qualified specialists and research scholars.</p><ul><li>Ivan Vazov National Library - Official site</li></ul>",24.74481583,42.13786697
W45590766,Brodsky Synagogue,Kiev,,Печерський район,,Україна,1019,,ua,Бессарабка,3,way/45590766,30.520157,30.520805,50.438332,50.43883,Q924845,"religion,synagogues,interesting_places",osm,https://opentripmap.com/en/card/W45590766,https://en.wikipedia.org/wiki/Brodsky%20Synagogue%20%28Kyiv%29,https://commons.wikimedia.org/wiki/File:Brodsky_Synagogue.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Brodsky_Synagogue.jpg/400px-Brodsky_Synagogue.jpg,276,400,en:Brodsky Synagogue (Kyiv),"The Brodsky Choral Synagogue is the second largest synagogue in Kyiv, Ukraine. It was built in the Romanesque Revival style resembling a classical basilica. The original tripartite facade with a large central avant-corps flanked by lower wings also echoed the characteristic design of some Moorish Revival synagogues, such as the Leopoldstädter Tempel in Vienna.The synagogue was built between 1897 and 1898. It was designed by Georgiy Shleifer. A sugar magnate and philanthropist Lazar Brodsky financed its construction.","<p>The <b>Brodsky Choral Synagogue</b> is the second largest synagogue in Kyiv, Ukraine. It was built in the Romanesque Revival style resembling a classical basilica. The original tripartite facade with a large central avant-corps flanked by lower wings also echoed the characteristic design of some Moorish Revival synagogues, such as the Leopoldstädter Tempel in Vienna.</p><p>The synagogue was built between 1897 and 1898. It was designed by Georgiy Shleifer. A sugar magnate and philanthropist Lazar Brodsky financed its construction.</p>",30.52052689,50.4385376
W45838319,Ponte del Mare,Pescara,ABR,PE,Portanuova,Italia,65126,,it,,3,way/45838319,14.222836,14.225181,42.466933,42.46723,Q3908081,"bridges,architecture,interesting_places,other_bridges",osm,https://opentripmap.com/en/card/W45838319,https://it.wikipedia.org/wiki/Ponte%20del%20Mare,https://commons.wikimedia.org/wiki/File:Ponte_del_Mare_di_Pescara_2011.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Ponte_del_Mare_di_Pescara_2011.jpg/400px-Ponte_del_Mare_di_Pescara_2011.jpg,158,400,it:Ponte del Mare,"Il Ponte del Mare è un ponte strallato ciclo-pedonale situato nella città di Pescara che con i suoi 466 metri di lunghezza tra le spalle ed i 172 metri di luce dell'impalcato sospeso, è il più grande ponte ciclo-pedonale italiano ed uno dei maggiori d'Europa.Tale ponte collega la riviera sud con quella nord del fiume Pescara permettendo di creare la necessaria continuità al Corridoio Verde Adriatico, la pista ciclabile che corre lungo tutta la costiera adriatica da Ravenna a Santa Maria di Leuca, in via di completamento.Il ponte è stato inaugurato ed aperto al pubblico il giorno 8 dicembre 2009.","<p>Il <b>Ponte del Mare</b> è un ponte strallato ciclo-pedonale situato nella città di Pescara che con i suoi 466 metri di lunghezza tra le spalle ed i 172 metri di luce dell'impalcato sospeso, è il più grande ponte ciclo-pedonale italiano ed uno dei maggiori d'Europa.</p><p>Tale ponte collega la riviera sud con quella nord del fiume Pescara permettendo di creare la necessaria continuità al Corridoio Verde Adriatico, la pista ciclabile che corre lungo tutta la costiera adriatica da Ravenna a Santa Maria di Leuca, in via di completamento.</p><p>Il ponte è stato inaugurato ed aperto al pubblico il giorno 8 dicembre 2009.</p>",14.22403145,42.46716309
W46103655,San Maurizio al Monastero Maggiore,Milan,LOM,MI,Municipio 1,Italia,20123,,it,Brisa,3h,way/46103655,9.178819,9.179086,45.465218,45.465667,Q1255890,"religion,churches,interesting_places,catholic_churches",osm,https://opentripmap.com/en/card/W46103655,https://en.wikipedia.org/wiki/San%20Maurizio%20al%20Monastero%20Maggiore,https://commons.wikimedia.org/wiki/File:096MilanoSMaurizio.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/096MilanoSMaurizio.JPG/300px-096MilanoSMaurizio.JPG,400,300,en:San Maurizio al Monastero Maggiore,"San Maurizio al Monastero Maggiore is a church in Milan, northern Italy. It was originally attached to the most important female convent of the Benedictines in the city, Monastero Maggiore, which is now in use as the Civic Archaeological Museum. The church today is used every Sunday from October to June to celebrate in the Byzantine Rite, in Greek according to the Italo-Albanian tradition. It is also used as concert hall.","<p><b>San Maurizio al Monastero Maggiore</b> is a church in Milan, northern Italy. It was originally attached to the most important female convent of the Benedictines in the city, Monastero Maggiore, which is now in use as the Civic Archaeological Museum. The church today is used every Sunday from October to June to celebrate in the Byzantine Rite, in Greek according to the Italo-Albanian tradition. It is also used as concert hall.</p>",9.178956985,45.46540833
